System,Type,RA(deg),Dec(deg),Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Teff,err,err,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup,errdn,loggA,errup,errdn,rho_A,errup,errdn,e,errup,errdown,a(AU),errup,errdown,M_b,errup,errdn,R_b,errup,errdn,g_b,errup,errdn,rho_b,errup,errdn,Teq,err,err,Lambda,err,err,Psi,err,err
Kepler-1523b,KTEP,296.05404,45.82703,15.02,13.18,0.0565,0.03,2454964.683,0.001,0.9387502,0.0000012,5708,150,159,0,0.14,0.17,0.97,0.07,0.03,0.96,0.16,0.09,4.46,0.07,0.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13,0.017,0.005,-1,-1,-1,-1,-1,-1,1676,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1524b,KTEP,293.88538,39.51981,12.86,11.26,0.2901,0.08,2455015.67,0.002,70.9672087,0.0001847,6179,149,211,0.04,0.13,0.16,1.17,0.18,0.18,1.25,0.52,0.19,4.31,0.11,0.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.253,0.037,0.013,-1,-1,-1,-1,-1,-1,438,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1525b,KTEP,290.5595,49.943,12.87,11.19,0.0821,0.01,2454964.537,0.002,2.4166015,0.0000052,5748,70,66,0.27,0.07,0.07,1.07,0.03,0.05,1.04,0.05,0.04,4.44,0.03,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.082,0.013,0.005,-1,-1,-1,-1,-1,-1,1343,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1526b,KTEP,285.11967,38.86642,16.03,13.21,0.0738,0.09,2454966.93,0.001,3.9086346,0.0000072,4601,89,74,-0.01,0.14,0.14,0.73,0.03,0.05,0.69,0.03,0.03,4.62,0.02,0.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.166,0.012,0.016,-1,-1,-1,-1,-1,-1,787,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1528b,KTEP,287.40292,46.57397,14.65,13.03,0.0872,0.02,2454964.956,0.002,1.79111,0.0000055,5857,89,93,0.03,0.14,0.17,1.03,0.06,0.05,1.03,0.17,0.09,4.43,0.07,0.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.115,0.037,0.012,-1,-1,-1,-1,-1,-1,1549,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1529b,KTEP,289.87067,41.04072,15.63,13.26,0.0684,0.08,2454965.142,0.002,5.3390561,0.0000121,5048,65,98,-0.03,0.14,0.15,0.81,0.04,0.06,0.77,0.03,0.04,4.58,0.02,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0.017,0.018,-1,-1,-1,-1,-1,-1,817,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1530b,KTEP,288.1625,48.16514,14.21,12.3,0.087,0.03,2454965.301,0.052,2.5903958,0.0001653,5477,63,65,0.03,0.14,0.17,0.92,0.04,0.06,0.88,0.09,0.05,4.52,0.04,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.227,0.06,0.059,-1,-1,-1,-1,-1,-1,1484,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1530c,KTEP,288.1625,48.16514,14.21,12.3,0.1131,0.03,2454966.095,0.09,5.3235335,0.0005815,5477,63,65,0.03,0.14,0.17,0.92,0.04,0.04,0.88,0.09,0.05,4.52,0.04,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.24,0.062,0.063,-1,-1,-1,-1,-1,-1,1167,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1531b,KTEP,285.14654,39.37078,13.29,11.77,0.0895,0.01,2454965.462,0.002,1.1385482,0.0000027,6260,162,183,-0.03,0.13,0.22,1.16,0.2,0.05,1.27,0.55,0.21,4.29,0.12,0.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.129,0.026,0.04,-1,-1,-1,-1,-1,-1,2537,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1532b,KTEP,296.90279,41.19817,14.99,13.23,0.06,0.02,2454965.472,0.001,1.0936659,0.0000019,5559,130,76,-0.1,0.16,0.17,0.91,0.06,0.04,0.88,0.11,0.07,4.51,0.05,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.115,0.034,0.011,-1,-1,-1,-1,-1,-1,1681,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1533b,KTEP,295.97554,44.71344,13.3,11.93,0.771,0.06,2455129.074,0.004,308.544422,0.002,6431,244,227,0.03,0.13,0.16,1.31,0.22,0.14,1.51,0.65,0.3,4.2,0.14,0.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.293,0.067,0.034,-1,-1,-1,-1,-1,-1,330,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1534b,KTEP,292.39538,43.86906,15.89,13.93,0.0821,0.04,2454969.323,0.004,5.7166879,0.0000332,5442,130,110,-0.01,0.14,0.17,0.9,0.05,0.07,0.86,0.09,0.06,4.52,0.04,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.171,0.044,0.02,-1,-1,-1,-1,-1,-1,955,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1535b,KTEP,286.61371,38.89197,14.34,12.74,0.4421,0.05,2454986.906,0.007,138.944022,0.001,6021,95,92,0,0.08,0.08,1.08,0.04,0.08,1.11,0.1,0.08,4.38,0.06,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.229,0.037,0.025,-1,-1,-1,-1,-1,-1,384,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1536b,KTEP,291.58517,45.71578,15.62,12.55,0.544,0.15,2454968.475,0.009,364.751562,0.005,4434,70,77,0.05,0.17,0.2,0.71,0.04,0.07,0.67,0.03,0.04,4.64,0.02,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.258,0.018,0.026,-1,-1,-1,-1,-1,-1,166,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1537b,KTEP,294.38538,43.82544,14.78,12.52,0.0406,0.02,2454965.807,0.002,1.4444523,0.0000031,5079,107,79,-0.08,0.16,0.16,0.81,0.04,0.06,0.77,0.04,0.04,4.58,0.03,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.181,0.06,0.073,-1,-1,-1,-1,-1,-1,1800,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1538b,KTEP,283.34567,45.27444,15.37,13.75,0.4486,0.06,2455129.038,0.01,175.13892,0.003,5837,69,72,0.02,0.14,0.17,1.03,0.05,0.19,1.03,0.26,0.09,4.42,0.07,0.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.273,0.04,0.053,-1,-1,-1,-1,-1,-1,346,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1539b,KTEP,284.21942,44.26853,15.54,13.38,0.3059,0.1,2455000.76,0.008,133.303247,0.001,5176,56,58,-0.01,0.16,0.17,0.84,0.04,0.04,0.8,0.05,0.04,4.57,0.03,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.238,0.011,0.021,-1,-1,-1,-1,-1,-1,301,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1540b,KTEP,283.34446,41.20172,14.49,11.52,0.0968,0.13,2455028.626,0.002,125.41323,0.0003895,4540,69,88,0.1,0.15,0.2,0.74,0.03,0.08,0.69,0.03,0.03,4.63,0.01,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28,0.007,0.015,-1,-1,-1,-1,-1,-1,266,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1541b,KTEP,283.787,48.02956,14.01,11.93,0.0777,0.02,2454966.427,0.009,8.4069307,0.0000971,5282,75,79,-0.04,0.15,0.16,0.86,0.04,0.13,0.81,0.06,0.04,4.56,0.03,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.174,0.065,0.079,-1,-1,-1,-1,-1,-1,1048,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1542b,KTEP,285.72846,42.65453,12.8,10.99,0.1069,0.01,2454967.224,0.004,3.9511663,0.0000169,5564,63,63,0.06,0.08,0.08,0.94,0.03,0.06,0.99,0.13,0.09,4.41,0.1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.074,0.012,0.01,-1,-1,-1,-1,-1,-1,1160,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1542c,KTEP,285.72846,42.65453,12.8,10.99,0.105,0.01,2454965.862,0.005,2.89224,0.0000162,5564,63,63,0.06,0.08,0.08,0.94,0.03,0.04,0.99,0.13,0.09,4.41,0.1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.062,0.01,0.009,-1,-1,-1,-1,-1,-1,1287,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1542d,KTEP,285.72846,42.65453,12.8,10.99,0.1104,0.01,2454964.751,0.003,5.9927326,0.0000236,5564,63,63,0.06,0.08,0.08,0.94,0.03,0.05,0.99,0.13,0.09,4.41,0.1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.081,0.012,0.012,-1,-1,-1,-1,-1,-1,1010,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1542e,KTEP,285.72846,42.65453,12.8,10.99,0.1107,0.01,2454965.43,0.004,5.1011067,0.0000235,5564,63,63,0.06,0.08,0.08,0.94,0.03,0.14,0.99,0.13,0.09,4.41,0.1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.076,0.012,0.011,-1,-1,-1,-1,-1,-1,1065,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1544b,KTEP,297.285,49.21244,14.36,11.9,0.2742,0.06,2455044.44,0.01,168.81133,0.002,4886,74,57,0.02,0.11,0.11,0.81,0.02,0.04,0.74,0.02,0.02,4.61,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.151,0.009,0.005,-1,-1,-1,-1,-1,-1,241,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1545b,KTEP,298.89875,47.46308,15.25,13.14,0.2855,0.11,2455071.768,0.005,163.692336,0.001,5201,136,84,-0.06,0.14,0.16,0.84,0.04,0.06,0.8,0.05,0.05,4.57,0.03,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.245,0.01,0.019,-1,-1,-1,-1,-1,-1,274,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1546b,KTEP,297.58392,41.54122,15.65,13.51,0.1878,0.1,2454968.265,0.008,19.597317,0.0001528,5623,325,260,0.01,0.14,0.17,0.95,0.11,0.05,0.93,0.17,0.09,4.48,0.07,0.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.337,0.097,0.06,-1,-1,-1,-1,-1,-1,671,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1547b,KTEP,283.76404,42.22217,13.57,12,0.0474,0.01,2454964.801,0.002,0.6929785,0.0000015,6078,94,139,0.04,0.13,0.15,1.12,0.1,0.06,1.18,0.36,0.14,4.34,0.09,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.037,0.073,-1,-1,-1,-1,-1,-1,3186,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1548b,KTEP,287.47121,46.08064,15.42,13.7,0.27,0.06,2455041.792,0.006,124.827797,0.001,5706,63,77,0.05,0.14,0.16,0.99,0.04,0.08,0.97,0.19,0.07,4.46,0.06,0.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.229,0.041,0.034,-1,-1,-1,-1,-1,-1,350,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1549b,KTEP,286.05242,39.09603,15.4,13.27,0.3992,0.08,2455046.404,0.013,214.881456,0.004,5324,104,124,0.02,0.15,0.16,0.88,0.04,0.05,0.84,0.07,0.05,4.54,0.04,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.239,0.026,0.033,-1,-1,-1,-1,-1,-1,286,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1550b,KTEP,287.76454,38.29469,15.05,13.43,0.4652,0.08,2455105.796,0.009,225.585245,0.004,5991,161,159,0.01,0.12,0.18,1.07,0.09,0.04,1.11,0.26,0.13,4.38,0.09,0.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.331,0.057,0.052,-1,-1,-1,-1,-1,-1,348,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1551b,KTEP,295.7855,39.90792,15.26,13.77,0.2262,0.04,2454966.922,0.006,24.4972683,0.0002028,6136,242,165,0.01,0.13,0.17,1.14,0.17,0.06,1.22,0.42,0.18,4.32,0.11,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.244,0.066,0.033,-1,-1,-1,-1,-1,-1,722,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1552b,KTEP,291.67679,38.87489,15.07,12.88,0.3987,0.1,2455050.357,0.011,184.77271,0.002,5202,85,75,-0.07,0.11,0.11,0.85,0.03,0.06,0.78,0.02,0.02,4.58,0.01,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.215,0.02,0.009,-1,-1,-1,-1,-1,-1,268,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1553b,KTEP,291.91913,39.02225,15.16,13.17,0.1076,0.02,2454968.03,0.005,4.242631,0.0000266,5288,99,67,-0.09,0.14,0.17,0.85,0.04,0.07,0.81,0.06,0.05,4.56,0.04,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.098,0.005,0.005,-1,-1,-1,-1,-1,-1,926,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1554b,KTEP,286.57617,41.74144,15.92,13.81,0.3315,0.1,2455152.73,0.008,198.088873,0.002,5297,102,97,-0.1,0.17,0.19,0.84,0.05,0.05,0.81,0.06,0.06,4.56,0.04,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.289,0.03,0.034,-1,-1,-1,-1,-1,-1,288,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1555b,KTEP,287.63546,45.71606,15.49,13.83,0.1858,0.02,2454968.884,0.008,8.1050355,0.0000895,5866,71,83,0.03,0.14,0.17,1.04,0.06,0.09,1.06,0.3,0.11,4.4,0.08,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.129,0.042,0.013,-1,-1,-1,-1,-1,-1,959,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1556b,KTEP,288.397,40.21317,15.46,13.55,0.0841,0.04,2454972.734,0.007,8.8271578,0.0000738,5608,69,92,0.08,0.16,0.16,0.97,0.05,0.13,0.95,0.19,0.07,4.47,0.06,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.149,0.021,0.005,-1,-1,-1,-1,-1,-1,797,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1557b,KTEP,293.88137,46.83886,15.46,13.8,0.0998,0.02,2454967.703,0.004,3.7403171,0.0000193,6099,112,192,0.02,0.14,0.17,1.11,0.15,0.05,1.17,0.38,0.15,4.34,0.1,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.123,0.037,0.015,-1,-1,-1,-1,-1,-1,1287,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1558b,KTEP,286.81933,46.91167,13.87,11.66,0.0811,0.01,2454966.722,0.003,3.5047234,0.0000155,5101,59,60,0,0.15,0.16,0.83,0.04,0.08,0.79,0.04,0.04,4.57,0.02,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.071,0.009,0.007,-1,-1,-1,-1,-1,-1,1019,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1559b,KTEP,292.28658,42.07244,14.7,12.63,0.0668,0.01,2454965.165,0.003,0.971916,0.0000033,5316,99,98,-0.04,0.16,0.17,0.86,0.04,0.05,0.82,0.06,0.05,4.55,0.03,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,0.004,0.006,-1,-1,-1,-1,-1,-1,1609,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1560b,KTEP,292.78458,43.21597,13.59,11.87,0.0718,0.01,2454966.988,0.004,3.0319681,0.0000142,5815,103,136,0.04,0.14,0.15,1.02,0.06,0.12,1.02,0.2,0.1,4.43,0.07,0.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.022,0.012,-1,-1,-1,-1,-1,-1,1269,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1561b,KTEP,296.92358,43.56647,14.84,13.05,0.0679,0.01,2454965.455,0.004,1.0052059,0.000005,5957,197,234,0.04,0.14,0.16,1.07,0.11,0.08,1.11,0.27,0.15,4.38,0.09,0.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.076,0.021,0.007,-1,-1,-1,-1,-1,-1,1682,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1562b,KTEP,294.45567,46.74356,15.76,13.85,0.5057,0.12,2455019.735,0.01,64.2729088,0.0009417,5760,63,74,0.11,0.15,0.14,1.02,0.06,0.08,1.05,0.29,0.11,4.41,0.09,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.48,0.157,0.084,-1,-1,-1,-1,-1,-1,554,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1563b,KTEP,288.57354,51.47275,13.73,12.01,0.1667,0.01,2454965.921,0.007,3.4327371,0.0000277,5765,100,107,0.02,0.14,0.17,1,0.05,0.13,0.99,0.15,0.08,4.45,0.06,0.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.067,0.02,0.006,-1,-1,-1,-1,-1,-1,1134,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1564b,KTEP,290.58608,46.64267,15.18,13.28,0.1911,0.03,2454980.794,0.007,18.0541469,0.0001484,5528,77,90,0.03,0.14,0.16,0.93,0.04,0.06,0.9,0.11,0.05,4.5,0.04,0.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.135,0.016,0.008,-1,-1,-1,-1,-1,-1,635,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1565b,KTEP,297.95296,40.80681,15.61,13.26,0.0701,0.03,2454965.491,0.004,1.5381853,0.000007,4940,82,53,-0.16,0.16,0.24,0.76,0.04,0.06,0.73,0.04,0.06,4.6,0.04,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.115,0.015,0.011,-1,-1,-1,-1,-1,-1,1234,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1566b,KTEP,283.58758,40.57492,14.53,12.44,0.0478,0.01,2454964.552,0.002,0.539915,0.0000015,5254,98,90,-0.07,0.14,0.16,0.84,0.04,0.04,0.81,0.06,0.05,4.56,0.04,0.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.073,0.004,0.005,-1,-1,-1,-1,-1,-1,1871,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1567b,KTEP,286.69521,40.29181,15.84,13.99,0.3762,0.08,2454998.491,0.011,153.979362,0.002,5655,149,168,-0.03,0.14,0.16,0.95,0.06,0.14,0.93,0.13,0.07,4.49,0.05,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.226,0.069,0.022,-1,-1,-1,-1,-1,-1,330,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1568b,KTEP,289.18262,47.87336,14.09,12.62,0.2826,0.01,2454967.899,0.01,20.9254083,0.0002607,5956,69,55,0.09,0.08,0.08,1.09,0.04,0.06,1.19,0.18,0.13,4.32,0.1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.112,0.018,0.018,-1,-1,-1,-1,-1,-1,729,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1569b,KTEP,292.20471,37.22119,14.09,12.59,0.1448,0.01,2454966.358,0.005,5.7917993,0.0000335,6319,180,220,0.06,0.13,0.14,1.25,0.21,0.05,1.4,0.61,0.25,4.24,0.13,0.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.151,0.028,0.023,-1,-1,-1,-1,-1,-1,1222,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1570b,KTEP,299.86179,45.82733,14.2,12,0.332,0.01,2454970.244,0.009,26.5487294,0.0003556,5550,290,240,-0.04,0.15,0.17,0.92,0.09,0.05,0.89,0.15,0.08,4.5,0.06,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.227,0.088,0.143,-1,-1,-1,-1,-1,-1,836,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1571b,KTEP,300.93538,45.59653,13.98,12.04,0.0783,0.01,2454966.974,0.004,3.3855745,0.0000187,6297,339,314,0.04,0.13,0.16,1.23,0.25,0.06,1.39,0.62,0.3,4.24,0.16,0.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.145,0.037,0.057,-1,-1,-1,-1,-1,-1,1476,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1572b,KTEP,281.89729,46.72264,14.12,12.37,0.1025,0.01,2454966.64,0.005,5.4954853,0.0000267,5618,63,71,0.08,0.14,0.14,0.97,0.04,0.06,0.95,0.19,0.07,4.47,0.06,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.116,0.032,0.032,-1,-1,-1,-1,-1,-1,1293,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1573b,KTEP,292.98833,49.48494,15.34,13.68,0.1157,0.01,2454964.979,0.006,2.6157652,0.0000162,5808,84,98,0.02,0.14,0.16,1.01,0.05,0.05,1,0.18,0.08,4.44,0.06,0.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.095,0.028,0.012,-1,-1,-1,-1,-1,-1,1379,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1574b,KTEP,292.15862,49.63775,15.28,13.68,0.1455,0.02,2454968.958,0.007,6.9424522,0.0000504,5892,85,107,0.08,0.14,0.15,1.06,0.06,0.05,1.08,0.23,0.1,4.4,0.07,0.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12,0.037,0.012,-1,-1,-1,-1,-1,-1,1003,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1575b,KTEP,293.74325,45.76158,15.57,13.83,0.077,0.02,2454965.448,0.005,2.5531503,0.0000124,5667,140,92,-0.07,0.15,0.19,0.95,0.05,0.06,0.92,0.14,0.07,4.49,0.06,0.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.112,0.03,0.011,-1,-1,-1,-1,-1,-1,1312,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1576b,KTEP,289.07396,40.366,13.54,11.8,0.1135,0.01,2454968.997,0.007,6.9847214,0.0000616,5876,105,148,0.05,0.15,0.16,1.05,0.07,0.05,1.06,0.28,0.11,4.4,0.08,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.106,0.03,0.023,-1,-1,-1,-1,-1,-1,1059,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1577b,KTEP,292.95525,47.57308,15.36,12.86,0.1091,0.02,2454964.531,0.009,6.3055839,0.0000654,4862,84,75,0,0.15,0.16,0.78,0.04,0.03,0.74,0.03,0.03,4.6,0.02,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.225,0.121,0.121,-1,-1,-1,-1,-1,-1,1125,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1578b,KTEP,288.302,47.77553,15.51,13.65,0.073,0.01,2454965.231,0.003,1.4508898,0.0000065,5545,73,74,-0.13,0.17,0.2,0.9,0.05,0.05,0.86,0.08,0.07,4.53,0.05,0.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.108,0.034,0.015,-1,-1,-1,-1,-1,-1,1700,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1579b,KTEP,293.288,43.51497,15.63,12.74,0.0475,0.01,2454964.674,0.004,0.8499067,0.0000039,4584,62,74,0.11,0.13,0.2,0.75,0.03,0.06,0.7,0.02,0.03,4.63,0.01,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.053,0.004,0.005,-1,-1,-1,-1,-1,-1,1139,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1580b,KTEP,285.96871,41.36356,12.71,11.25,0.6896,0.01,2454971.762,0.013,56.644452,0.001,6228,75,81,0.12,0.1,0.08,1.47,0.11,0.05,2.15,0.3,0.3,3.94,0.1,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.218,0.04,0.049,-1,-1,-1,-1,-1,-1,733,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1581b,KTEP,287.37125,39.60356,12.5,11.03,0.1788,0.01,2454966.205,0.007,6.2838408,0.0000488,6022,82,67,0.07,0.08,0.08,1.12,0.06,0.05,1.23,0.2,0.14,4.31,0.1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.065,0.011,0.01,-1,-1,-1,-1,-1,-1,1108,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1582b,KTEP,289.37667,41.15867,17.5,12.44,0.0457,0.15,2454968.156,0.011,4.8380947,0.000088,3208,25,24,0.48,0.01,0.03,0.28,0.03,0.04,0.3,0.02,0.03,4.93,0.03,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07,0.011,0.011,-1,-1,-1,-1,-1,-1,354,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1583b,KTEP,286.38692,47.01661,13.02,11.28,0.1663,0.01,2454965.855,0.01,9.3281912,0.0001021,5645,84,82,-0.07,0.15,0.17,0.94,0.05,0.05,0.91,0.12,0.06,4.49,0.05,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.053,0.008,0.003,-1,-1,-1,-1,-1,-1,788,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1584b,KTEP,287.76267,43.27442,15.03,13.52,0.1472,0.02,2454964.842,0.007,13.3997555,0.0001208,6069,86,93,0,0.14,0.2,1.1,0.09,0.04,1.13,0.28,0.12,4.37,0.08,0.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.135,0.041,0.016,-1,-1,-1,-1,-1,-1,886,-1,-1,-999,-999,-999,-999,-999,-999
Kepler-1585b,KTEP,296.159,44.56311,16.21,14.12,0.0635,0.04,2454967.951,0.006,3.5827384,0.0000232,5538,111,154,0.08,0.14,0.14,0.94,0.05,0.07,0.91,0.12,0.06,4.5,0.05,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.146,0.033,0.014,-1,-1,-1,-1,-1,-1,1064,-1,-1,-999,-999,-999,-999,-999,-999
